speakerid,age,age_onset,birthplace,filename,native_language,sex,country,file_missing?
384,20.0,14.0,"kayseri, turkey",turkish4,turkish,male,turkey,False
385,30.0,11.0,"istanbul, turkey",turkish5,turkish,female,turkey,False
386,19.0,14.0,"istanbul, turkey",turkish6,turkish,male,turkey,False
387,19.0,13.0,"izmir, turkey",turkish7,turkish,male,turkey,False
388,25.0,12.0,"kumasi, ghana",twi1,twi,female,ghana,False
389,33.0,6.0,"ajumako, ghana",twi2,twi,male,ghana,False
390,22.0,18.0,"karachi, pakistan",urdu1,urdu,male,pakistan,False
391,48.0,6.0,"sialkot, pakistan",urdu2,urdu,female,pakistan,False
392,46.0,45.0,"urumqi, xin jiang, china",uyghur1,uyghur,female,china,False
393,39.0,39.0,"samarkand, uzbekistan",uzbek1,uzbek,female,uzbekistan,False
394,35.0,28.0,"kabul, afghanistan",uzbek2,uzbek,female,afghanistan,False
395,29.0,12.0,"can tho, vietnam",vietnamese1,vietnamese,male,vietnam,False
396,29.0,25.0,"ho chi minh city, vietnam",vietnamese2,vietnamese,male,vietnam,False
397,28.0,9.0,"vinh long, vietnam",vietnamese3,vietnamese,female,vietnam,False
398,25.0,15.0,"hanoi, vietnam",vietnamese4,vietnamese,female,vietnam,False
399,34.0,31.0,"cam ranh, vietnam",vietnamese5,vietnamese,male,vietnam,False
400,41.0,12.0,"ho chi minh city, vietnam",vietnamese6,vietnamese,male,vietnam,False
401,29.0,18.0,"hue, vietnam",vietnamese7,vietnamese,female,vietnam,False
402,21.0,12.0,"dakar, senegal",wolof1,wolof,male,senegal,False
403,37.0,11.0,"dakar, senegal",wolof2,wolof,male,senegal,False
404,60.0,8.0,"st. etienne, france",yiddish1,yiddish,male,france,False
405,78.0,6.0,"winnipeg, manitoba, canada",yiddish2,yiddish,female,canada,False
406,24.0,14.0,"bulawayo, zimbabwe",zulu1,zulu,female,zimbabwe,False
407,57.0,0.0,"windsor, ontario, canada",english105,english,male,canada,False
408,39.0,0.0,"los angeles, california, usa",english106,english,female,usa,False
409,30.0,4.0,"mosta, malta",maltese1,maltese,female,malta,False
410,18.0,10.0,"maracaibo, zulia, venezuela",spanish29,spanish,male,venezuela,False
411,33.0,9.0,"rishon, israel",hebrew6,hebrew,female,israel,False
412,21.0,11.0,"lamentin, martinique",french9,french,male,martinique,False
413,22.0,12.0,"bamako, mali",bambara3,bambara,male,mali,False
414,20.0,20.0,"cotonou, benin",yoruba1,yoruba,male,benin,False
415,39.0,33.0,"rumbek, boherat, sudan",dinka1,dinka,male,sudan,False
416,19.0,0.0,"chicago, illinois, usa",english107,english,male,usa,False
417,25.0,11.0,"chamiancy, vilejka, belarus",belarusan1,belarusan,male,belarus,False
418,43.0,4.0,"pretoria, transvaal, south africa",afrikaans3,afrikaans,male,south africa,False
419,21.0,0.0,"strabane, northern ireland, uk",english108,english,male,uk,False
420,26.0,0.0,"concord, new hampshire, usa",english109,english,female,usa,False
421,21.0,0.0,"great yarmouth, norfolk, uk",english110,english,male,uk,False
422,21.0,11.0,"reykjavik, iceland",icelandic1,icelandic,male,iceland,False
423,25.0,3.0,"karachi, sind, pakistan",urdu3,urdu,male,pakistan,False
424,26.0,8.0,"karachi, pakistan",sindhi1,sindhi,male,pakistan,False
426,21.0,0.0,"bombay, india",english111,english,male,india,False
427,21.0,0.0,"st. thomas, us virgin islands",english112,english,male,us virgin islands,False
428,47.0,11.0,"amman, jordan",arabic14,arabic,male,jordan,False
429,35.0,4.0,"madras, tamil nadu, india",tamil2,tamil,female,india,False
430,29.0,12.0,"jingmen, hubei, china",mandarin8,mandarin,male,china,False
431,26.0,5.0,"freetown, sierra leone",krio2,krio,male,sierra leone,False
432,38.0,14.0,"lamotrek island, federated states of micronesia",lamotrekese1,lamotrekese,male,federated states of micronesia,False
433,34.0,14.0,"yap island, federated states of micronesia",yapese1,yapese,female,federated states of micronesia,False
434,42.0,40.0,"baku, azerbaijan",azerbaijani2,azerbaijani,female,azerbaijan,False
435,44.0,7.0,"tehran, iran",armenian2,armenian,female,iran,False
436,35.0,5.0,"harbel, liberia",mende1,mende,male,liberia,False
437,40.0,33.0,"qayrawan, tunisia",arabic15,arabic,male,tunisia,False
438,38.0,6.0,"hyderabad, andhra pradesh, india",konkani1,konkani,female,india,False
439,31.0,0.0,"wrexham, wales, uk",english113,english,male,uk,False
440,52.0,25.0,"vicenza, veneto, italy",italian5,italian,male,italy,False
441,18.0,5.0,"buenos aires, argentina",spanish30,spanish,male,argentina,False
442,38.0,0.0,"birmingham 2, alabama, usa",english114,english,female,usa,False
443,31.0,0.0,"st. albans, hertfordshire, uk",english115,english,male,uk,False
444,56.0,0.0,"atlanta, georgia, usa",english116,english,male,usa,False
445,60.0,0.0,"elmore, alabama, usa",english117,english,female,usa,False
446,19.0,0.0,"akron, ohio, usa",english118,english,male,usa,False
447,69.0,12.0,"ninh binh, vietnam",vietnamese8,vietnamese,male,vietnam,False
448,23.0,7.0,"songkhla, thailand",thai4,thai,female,thailand,False
449,31.0,7.0,"guayaquil, ecuador",spanish31,spanish,female,ecuador,False
450,26.0,22.0,"santa cruz, bolivia",spanish32,spanish,male,bolivia,False
451,38.0,12.0,"shanghai, china",mandarin9,mandarin,male,china,False
452,39.0,13.0,"seoul, south korea",korean8,korean,female,south korea,False
453,45.0,10.0,"tehran, iran",farsi10,farsi,female,iran,False
454,18.0,13.0,"goteborg, sweden",swedish5,swedish,male,sweden,False
455,32.0,0.0,"saskatoon, saskatchewan, canada",english119,english,female,canada,False
456,65.0,0.0,"saskatoon, saskatchewan, canada",english120,english,male,canada,False
457,37.0,15.0,"kuningan, indonesia",sundanese1,sundanese,female,indonesia,False
458,44.0,35.0,"tirana, albania",albanian3,albanian,male,albania,False
459,34.0,32.0,"vilnius, lithuania",lithuanian2,lithuanian,female,lithuania,False
460,62.0,53.0,"st. petersburg, russia",russian12,russian,male,russia,False
462,25.0,5.0,"hong kong, china",cantonese6,cantonese,male,china,False
463,41.0,36.0,"akhmeta, republic of georgia",georgian2,georgian,female,republic of georgia,False
464,19.0,16.0,"new orleans, louisiana, usa",kikongo1,kikongo,male,usa,False
465,21.0,0.0,"waconia, minnesota, usa",english121,english,male,usa,False
466,48.0,5.0,"nairobi, kenya",kikuyu1,kikuyu,male,kenya,False
467,18.0,15.0,"caracas, venezuela",spanish33,spanish,male,venezuela,False
468,20.0,0.0,"kuala lumpur, malaysia",english122,english,female,malaysia,False
469,28.0,0.0,"riverside, california, usa",english123,english,female,usa,False
470,48.0,7.0,"san fernando, la union, philippines",tagalog4,tagalog,female,philippines,False
471,22.0,16.0,"meknes, morocco",arabic16,arabic,male,morocco,False
472,26.0,10.0,"moscow, russia",russian13,russian,male,russia,False
473,32.0,15.0,"naples, italy",italian6,italian,female,italy,False
474,34.0,12.0,"taejon, south korea",korean9,korean,male,south korea,False
475,35.0,5.0,"bargarh, orissa, india",oriya1,oriya,male,india,False
476,28.0,11.0,"cartagena, spain",spanish34,spanish,male,spain,False
477,81.0,16.0,"unije, croatia",croatian1,croatian,female,croatia,False
478,37.0,17.0,"sivas, turkey",turkish8,turkish,male,turkey,False
479,28.0,17.0,"mexico city, mexico",spanish35,spanish,male,mexico,False
480,38.0,0.0,"brooklyn, new york, usa",english124,english,male,usa,False
481,27.0,15.0,"tainan, taiwan",taiwanese5,taiwanese,male,taiwan,False
482,22.0,9.0,"ozarow maz, poland",polish5,polish,male,poland,False
483,34.0,13.0,"kwangju, south korea",korean10,korean,male,south korea,False
484,33.0,5.0,"maseno, kenya",luo2,luo,female,kenya,False
485,28.0,0.0,"st. george, queensland, australia",english125,english,male,australia,False
486,25.0,12.0,"tokyo, japan",japanese8,japanese,male,japan,False
487,34.0,0.0,"cincinnati, ohio, usa",english126,english,female,usa,False
488,31.0,7.0,"kalamare, botswana",tswana1,tswana,male,botswana,False
489,39.0,0.0,"new britain, connecticut, usa",english127,english,male,usa,False
490,20.0,0.0,"miami, florida, usa",english128,english,female,usa,False
491,19.0,3.0,"beijing, china",mandarin10,mandarin,male,china,False
492,25.0,0.0,"blackpool, lancashire, uk",english129,english,male,uk,False
494,31.0,4.0,"hong kong, china",cantonese7,cantonese,male,china,False
495,40.0,7.0,"sao paulo, brazil",portuguese11,portuguese,female,brazil,False
496,32.0,0.0,"port elizabeth, south africa",english130,english,male,south africa,False
497,23.0,0.0,"west palm beach, florida, usa",english131,english,male,usa,False
498,23.0,2.0,"hong kong, china",cantonese8,cantonese,female,china,False
499,27.0,25.0,"montevideo, uruguay",spanish36,spanish,male,uruguay,False
500,31.0,10.0,"bordeaux, france",french10,french,male,france,False
501,20.0,11.0,"berlin, germany",german7,german,male,germany,False
502,22.0,7.0,"hong kong, china",cantonese9,cantonese,male,china,False
503,18.0,0.0,"toronto, ontario, canada",english132,english,female,canada,False
504,36.0,0.0,"norwich, new york, usa",english133,english,female,usa,False
505,25.0,3.0,"xiamen, fujian, china",cantonese10,cantonese,female,china,False
506,22.0,0.0,"belfast, northern ireland, uk",english134,english,female,uk,False
507,22.0,0.0,"orange beach, alabama, usa",english135,english,male,usa,False
508,25.0,0.0,"calgary, alberta, canada",english136,english,male,canada,False
509,26.0,0.0,"charleston, west virginia, usa",english137,english,male,usa,False
510,25.0,0.0,"palmer, alaska, usa",english138,english,female,usa,False
511,20.0,0.0,"providence, rhode island, usa",english139,english,male,usa,False
512,35.0,15.0,"settat, morocco",arabic17,arabic,male,morocco,False
513,36.0,12.0,"lisbon, portugal",portuguese12,portuguese,male,portugal,False
514,31.0,11.0,"limoges, france",french11,french,male,france,False
515,43.0,0.0,"quezon city, philippines",english140,english,male,philippines,False
516,19.0,0.0,"york, uk",english141,english,male,uk,False
517,19.0,0.0,"avon, new york, usa",english142,english,male,usa,False
518,42.0,0.0,"minneapolis, minnesota, usa",english143,english,male,usa,False
519,24.0,0.0,"barneys river, nova scotia, canada",english144,english,male,canada,False
520,18.0,9.0,"santa maria, rio grande do sul, brazil",portuguese13,portuguese,male,brazil,False
521,18.0,0.0,"bury st. edmunds, uk",english145,english,male,uk,False
522,22.0,0.0,"blytheville, arkansas, usa",english146,english,male,usa,False
523,40.0,0.0,"merced, california, usa",english147,english,female,usa,False
524,19.0,9.0,"montreal, quebec, canada",french12,french,female,canada,False
525,31.0,0.0,"sydney, australia",english148,english,male,australia,False
526,18.0,0.0,"lawrenceville, georgia, usa",english149,english,male,usa,False
527,31.0,0.0,"brownsville, kentucky, usa",english150,english,male,usa,False
528,18.0,0.0,"baltimore, maryland, usa",english151,english,male,usa,False
529,18.0,0.0,"adelaide, australia",english152,english,male,australia,False
530,25.0,7.0,"belgrade, serbia",serbian3,serbian,male,serbia,False
531,26.0,10.0,"chennai, india",tamil3,tamil,male,india,False
532,25.0,11.0,"istanbul, turkey",turkish9,turkish,male,turkey,False
533,35.0,0.0,"brisbane, australia",english153,english,male,australia,False
534,28.0,0.0,"glace bay, nova scotia, canada",english154,english,male,canada,False
535,35.0,0.0,"oakland, california, usa",english155,english,male,usa,False
536,33.0,0.0,"dublin, ireland",english156,english,male,ireland,False
537,19.0,6.0,"alkmaar, netherlands",dutch3,dutch,male,netherlands,False
538,35.0,0.0,"fort worth, texas, usa",english157,english,male,usa,False
539,18.0,6.0,"kuwait city, kuwait",arabic18,arabic,male,kuwait,False
540,18.0,0.0,"washington, district of columbia, usa",english158,english,female,usa,False
541,18.0,0.0,"ottawa, ontario, canada",english159,english,male,canada,False
542,21.0,0.0,"redwood falls, minnesota, usa",english160,english,female,usa,False
543,24.0,13.0,"yokohama, japan",japanese9,japanese,male,japan,False
544,22.0,3.0,"hong kong, china",cantonese11,cantonese,female,china,False
545,25.0,10.0,"bernburg, germany",german8,german,male,germany,False
546,75.0,0.0,"wakefield, ohio, usa",english161,english,female,usa,False
547,41.0,0.0,"fairview park, ohio, usa",english163,english,male,usa,False
548,41.0,0.0,"delaware, ohio, usa",english162,english,female,usa,False
549,38.0,0.0,"leeds, uk",english164,english,male,uk,False
550,43.0,0.0,"detroit, michigan, usa",english165,english,female,usa,False
551,18.0,0.0,"glenside, pennsylvania, usa",english166,english,male,usa,False
552,43.0,0.0,"lakeview, michigan, usa",english167,english,male,usa,False
553,24.0,8.0,"naples, italy",italian7,italian,male,italy,False
554,40.0,0.0,"oceanside, california, usa",english168,english,male,usa,False
555,18.0,0.0,"cleveland, mississippi, usa",english169,english,male,usa,False
556,50.0,0.0,"belmont, mississippi, usa",english170,english,female,usa,False
557,27.0,11.0,"ruse, bulgaria",bulgarian6,bulgarian,male,bulgaria,False
558,25.0,8.0,"sao paulo, brazil",portuguese14,portuguese,male,brazil,False
559,26.0,14.0,"seoul, south korea",korean11,korean,male,south korea,False
560,60.0,45.0,"velky osek, czech republic",czech2,czech,male,czech republic,False
561,35.0,10.0,"mostar, bosnia and herzegovina",croatian2,croatian,female,bosnia and herzegovina,False
562,23.0,10.0,"lakselv, norway",norwegian4,norwegian,male,norway,False
563,21.0,0.0,"st. louis, missouri, usa",english171,english,male,usa,False
564,49.0,0.0,"kingston, jamaica",english172,english,male,jamaica,False
565,21.0,1.0,"cebu, philippines",cebuano1,cebuano,female,philippines,False
566,18.0,13.0,"stara zagora, bulgaria",bulgarian7,bulgarian,male,bulgaria,False
567,19.0,0.0,"libertyville, illinois, usa",english173,english,male,usa,False
568,30.0,0.0,"kuching, sarawak, malaysia",english174,english,female,malaysia,False
569,59.0,8.0,"guangdong province, guangdong, china",teochew1,teochew,female,china,False
570,37.0,7.0,"ioannina, greece",greek4,greek,male,greece,False
571,31.0,1.0,"bethel, alaska, usa",yupik1,yupik,female,usa,False
572,24.0,0.0,"seattle, washington, usa",english175,english,male,usa,False
573,18.0,0.0,"elizabeth city, north carolina, usa",english176,english,female,usa,False
574,23.0,0.0,"new orleans, louisiana, usa",english177,english,female,usa,False
575,50.0,17.0,"tegucigalpa, honduras",spanish37,spanish,female,honduras,False
576,53.0,13.0,"tegucigalpa, honduras",spanish38,spanish,male,honduras,False
577,59.0,8.0,"erigavo, somalia",somali2,somali,male,somalia,False
578,27.0,11.0,"ankara, turkey",turkish10,turkish,male,turkey,False
579,47.0,5.0,"accra, ghana",ga1,ga,male,ghana,False
580,52.0,15.0,"masaka, uganda",ganda1,ganda,female,uganda,False
581,41.0,15.0,"bota, cameroon",ngemba1,ngemba,male,cameroon,False
582,62.0,6.0,"ghazi, pakistan",hindko1,hindko,male,pakistan,False
583,30.0,0.0,"wilkes-barre, pennsylvania, usa",english178,english,male,usa,False
584,57.0,0.0,"huron, south dakota, usa",english179,english,male,usa,False
585,20.0,0.0,"newport, rhode island, usa",english180,english,male,usa,False
586,68.0,0.0,"new eagle, pennsylvania, usa",english181,english,male,usa,False
587,31.0,3.0,"hyderabad, india",hindi2,hindi,male,india,False
588,52.0,14.0,"asmara, eritrea",tigrigna4,tigrigna,female,eritrea,False
589,43.0,10.0,"bari, italy",italian8,italian,male,italy,False
590,50.0,0.0,"troy, new york, usa",english182,english,male,usa,False
591,26.0,7.0,"tallinn, estonia",estonian1,estonian,male,estonia,False
592,29.0,5.0,"trivandrum, kerala, india",malayalam2,malayalam,female,india,False
593,42.0,5.0,"jalandhar, india",hindi3,hindi,male,india,False
594,26.0,5.0,"szeged, hungary",hungarian4,hungarian,male,hungary,False
595,55.0,0.0,"corriverton, guyana",english183,english,female,guyana,False
596,22.0,8.0,"kaunas, lithuania",lithuanian3,lithuanian,female,lithuania,False
597,18.0,0.0,"hillsboro, oregon, usa",english184,english,female,usa,False
598,24.0,21.0,"mataro, catalonia, spain",catalan2,catalan,male,spain,False
599,30.0,5.0,"bulawayo, zimbabwe",shona1,shona,female,zimbabwe,False
600,50.0,10.0,"borama, somalia",somali3,somali,female,somalia,False
601,37.0,32.0,"tata, morocco",amazigh1,amazigh,male,morocco,False
602,20.0,4.0,"macau, china",cantonese12,cantonese,female,china,False
603,21.0,2.0,"freetown, sierra leone",mende2,mende,female,sierra leone,False
604,38.0,0.0,"oxford, uk",english185,english,male,uk,False
605,39.0,0.0,"gadsden, alabama, usa",english186,english,female,usa,False
606,42.0,0.0,"algona, iowa, usa",english187,english,female,usa,False
607,53.0,13.0,"kao-hsiung, taiwan",mandarin11,mandarin,female,taiwan,False
608,31.0,31.0,"sokcho, south korea",korean12,korean,male,south korea,False
609,33.0,18.0,"pskov, russia",russian14,russian,male,russia,False
610,53.0,16.0,"ahmedabad, india",gujarati4,gujarati,female,india,False
611,35.0,0.0,"edinburgh, scotland, uk",english188,english,male,uk,False
612,25.0,10.0,"bangkok, thailand",thai5,thai,male,thailand,False
614,20.0,3.0,"pamplona, spain",spanish39,spanish,male,spain,False
615,54.0,9.0,"sao paulo, brazil",portuguese15,portuguese,male,brazil,False
616,22.0,8.0,"wuppertal, germany",german9,german,male,germany,False
617,19.0,0.0,"grand forks, north dakota, usa",english189,english,male,usa,False
618,27.0,0.0,"oak park, illinois, usa",english190,english,male,usa,False
619,18.0,8.0,"turin, italy",italian9,italian,male,italy,False
620,26.0,7.0,"goteborg, sweden",swedish6,swedish,male,sweden,False
621,51.0,25.0,"nicosia, cyprus",greek5,greek,male,cyprus,False
622,40.0,5.0,"dhaka, bangladesh",bengali5,bengali,female,bangladesh,False
623,23.0,1.0,"singapore, singapore",mandarin12,mandarin,male,singapore,False
624,29.0,4.0,"jamshedpur, jharkhand, india",bengali6,bengali,male,india,False
625,43.0,18.0,"khouribga, morocco",arabic19,arabic,male,morocco,False
626,26.0,8.0,"torun, poland",polish6,polish,female,poland,False
627,48.0,12.0,"palermo, italy",italian10,italian,male,italy,False
628,19.0,12.0,"bordeaux, france",french13,french,male,france,False
629,23.0,14.0,"paris, france",french14,french,female,france,False
630,21.0,11.0,"sollentuna, sweden",swedish7,swedish,female,sweden,False
631,19.0,0.0,"las cruces, new mexico, usa",english191,english,male,usa,False
632,25.0,15.0,"porto alegre, brazil",portuguese16,portuguese,male,brazil,False
633,32.0,12.0,"sens, france",french15,french,male,france,False
634,24.0,23.0,"kocaeli, turkey",turkish11,turkish,female,turkey,False
635,24.0,10.0,"darmstadt, germany",german10,german,male,germany,False
636,27.0,0.0,"east lansing, michigan, usa",english192,english,female,usa,False
637,32.0,0.0,"honolulu, hawaii, usa",english193,english,male,usa,False
638,19.0,0.0,"manchester, england, uk",english194,english,male,uk,False
639,21.0,0.0,"delavan, wisconsin, usa",english195,english,female,usa,False
640,20.0,11.0,"frankfurt, germany",german11,german,female,germany,False
641,30.0,18.0,"cagliari, italy",italian11,italian,male,italy,False
642,55.0,12.0,"kabul, afghanistan",dari2,dari,male,afghanistan,False
643,36.0,12.0,"chtaura, beqa valley, lebanon",arabic20,arabic,male,lebanon,False
644,20.0,6.0,"cartago, costa rica",spanish40,spanish,male,costa rica,False
645,25.0,6.0,"slovenj gradec, slovenia",slovenian1,slovenian,female,slovenia,False
646,40.0,8.0,"tashkent, uzbekistan",uzbek3,uzbek,male,uzbekistan,False
647,34.0,12.0,"ayaguz, kazakhstan",russian15,russian,female,kazakhstan,False
648,35.0,11.0,"minsk, belarus",russian16,russian,male,belarus,False
649,26.0,17.0,"kyiv, ukraine",ukrainian1,ukrainian,male,ukraine,False
650,43.0,12.0,"minsk, belarus",belarusan2,belarusan,female,belarus,False
651,29.0,14.0,"feldkirch, austria",german12,german,female,austria,False
652,54.0,13.0,"eschen, liechtenstein",german13,german,female,liechtenstein,False
653,35.0,14.0,"nachod, czech republic",czech3,czech,male,czech republic,False
654,50.0,0.0,"suva, fiji",english196,english,female,fiji,False
655,35.0,5.0,"savusavu, vanua levu, fiji",fijian1,fijian,male,fiji,False
656,39.0,6.0,"suva, fiji",fijian2,fijian,female,fiji,False
657,48.0,6.0,"suva, fiji",fijian3,fijian,female,fiji,False
658,19.0,7.0,"montreal, quebec, canada",french16,french,female,canada,False
659,43.0,5.0,"vatukoula, fiji",rotuman1,rotuman,female,fiji,False
660,52.0,7.0,"rotuma, rotuma, fiji",rotuman2,rotuman,male,fiji,False
661,44.0,10.0,"split, croatia",croatian3,croatian,female,croatia,False
662,22.0,0.0,"iowa city, iowa, usa",english197,english,male,usa,False
663,56.0,0.0,"washington, district of columbia, usa",english198,english,male,usa,False
664,25.0,0.0,"bay shore, new york, usa",english199,english,male,usa,False
665,43.0,12.0,"akranes, iceland",icelandic2,icelandic,female,iceland,False
667,22.0,0.0,"berkeley, california, usa",english200,english,female,usa,False
668,26.0,0.0,"warren, michigan, usa",english201,english,female,usa,False
669,50.0,10.0,"hawler, kurdistan, iraq",kurdish2,kurdish,male,iraq,False
670,46.0,30.0,"beirut, lebanon",arabic21,arabic,female,lebanon,False
671,37.0,18.0,"pskov, russia",russian17,russian,male,russia,False
672,25.0,20.0,"giresun, turkey",turkish12,turkish,male,turkey,False
673,19.0,0.0,"crisfield, maryland, usa",english202,english,male,usa,False
674,63.0,0.0,"boston, massachusetts, usa",english203,english,female,usa,False
675,30.0,10.0,"vienna, austria",german14,german,female,austria,False
676,35.0,11.0,"innsbruck, austria",german15,german,male,austria,False
677,42.0,5.0,"tarlac city, philippines",tagalog5,tagalog,female,philippines,False
678,53.0,0.0,"chicago, illinois, usa",english204,english,male,usa,False
679,45.0,0.0,"blue earth, minnesota, usa",english205,english,female,usa,False
680,35.0,0.0,"hucknall, nottinghamshire, england, uk",english206,english,female,uk,False
681,38.0,14.0,"bellinzona, switzerland",italian12,italian,female,switzerland,False
683,39.0,14.0,"fribourg, switzerland",french17,french,male,switzerland,False
684,23.0,0.0,"wilkes-barre, pennsylvania, usa",english207,english,female,usa,False
685,29.0,13.0,"nantou, taiwan",mandarin13,mandarin,male,taiwan,False
686,18.0,3.0,"istanbul, turkey",turkish13,turkish,female,turkey,False
687,54.0,10.0,"erding, bavaria, germany",bavarian1,bavarian,female,germany,False
688,47.0,12.0,"bucharest, romania",romanian5,romanian,female,romania,False
689,35.0,12.0,"bucharest, romania",romanian6,romanian,male,romania,False
690,47.0,12.0,"bucharest, romania",romanian8,romanian,male,romania,False
691,28.0,10.0,"bacau, romania",romanian9,romanian,female,romania,False
692,27.0,11.0,"bucharest, romania",romanian10,romanian,female,romania,False
693,39.0,14.0,"buzau, romania",romanian11,romanian,male,romania,False
694,33.0,11.0,"bucharest, romania",romanian7,romanian,male,romania,False
695,46.0,0.0,"washington, dc, usa",english208,english,male,usa,False
696,47.0,12.0,"kabul, kandahar, afghanistan",pashto1,pashto,female,afghanistan,False
697,41.0,9.0,"oslo, norway",norwegian5,norwegian,female,norway,False
698,27.0,11.0,"sukhothai, thailand",thai6,thai,male,thailand,False
699,20.0,7.0,"helsinki, finland",finnish3,finnish,female,finland,False
700,30.0,9.0,"helsinki, finland",finnish4,finnish,female,finland,False
701,22.0,10.0,"helsinki, finland",swedish8,swedish,female,finland,False
702,28.0,0.0,"saint johns, antigua and barbuda",english209,english,female,antigua and barbuda,False
703,52.0,6.0,"maseru, lesotho",sesotho1,sesotho,female,lesotho,False
704,27.0,15.0,"velika plana, serbia",serbian4,serbian,male,serbia,False
705,23.0,0.0,"trenton, nova scotia, canada",english210,english,female,canada,False
706,25.0,6.0,"bonao, dominican republic",spanish41,spanish,male,dominican republic,False
707,29.0,5.0,"katmandu, nepal",newari1,newari,male,nepal,False
708,39.0,12.0,"chittagong, bangladesh",chittagonian1,chittagonian,male,bangladesh,False
709,54.0,5.0,"noakhali, bangladesh",bengali8,bengali,male,bangladesh,False
710,49.0,6.0,"mymensingh, bangladesh",bengali7,bengali,male,bangladesh,False
711,54.0,17.0,"sylhet, bangladesh",sylheti1,sylheti,male,bangladesh,False
712,80.0,18.0,"bogota, colombia",spanish42,spanish,female,colombia,False
713,29.0,6.0,"tbilisi, republic of georgia",georgian3,georgian,male,republic of georgia,False
714,43.0,16.0,"santiago-dr, dominican republic",spanish43,spanish,male,dominican republic,False
715,47.0,12.0,"santiago-dr, dominican republic",spanish45,spanish,female,dominican republic,False
716,37.0,4.0,"la romana, dominican republic",spanish44,spanish,female,dominican republic,False
717,33.0,14.0,"santo domingo, dominican republic",spanish46,spanish,male,dominican republic,False
718,25.0,12.0,"santo domingo, dominican republic",spanish47,spanish,female,dominican republic,False
719,49.0,20.0,"dalian, liaoning, china",mandarin14,mandarin,male,china,False
720,30.0,0.0,"worcester, massachusetts, usa",english211,english,male,usa,False
721,28.0,12.0,"tbilisi, republic of georgia",georgian4,georgian,male,republic of georgia,False
722,35.0,6.0,"belgrade, serbia",serbian5,serbian,male,serbia,False
723,33.0,12.0,"kraljevo, serbia",serbian6,serbian,male,serbia,False
724,31.0,7.0,"belgrade, serbia",serbian7,serbian,female,serbia,False
725,31.0,9.0,"kragujevac, serbia",serbian9,serbian,female,serbia,False
726,44.0,20.0,"kraljevo, serbia",serbian8,serbian,male,serbia,False
727,25.0,7.0,"belgrade, serbia",serbian10,serbian,male,serbia,False
728,20.0,6.0,"przemet, poland",polish7,polish,male,poland,False
729,24.0,0.0,"spartanburg, south carolina, usa",english212,english,male,usa,False
730,21.0,3.0,"hong kong, china",cantonese13,cantonese,female,china,False
731,21.0,6.0,"bilbao, spain",spanish48,spanish,male,spain,False
732,31.0,6.0,"tandil, argentina",spanish49,spanish,male,argentina,False
733,20.0,8.0,"enna, italy",italian13,italian,male,italy,False
734,38.0,0.0,"dodge city, kansas, usa",english213,english,male,usa,False
735,23.0,6.0,"istanbul, turkey",turkish14,turkish,female,turkey,False
736,18.0,10.0,"ankara, turkey",turkish15,turkish,male,turkey,False
737,26.0,0.0,"myrtle beach, south carolina, usa",english214,english,male,usa,False
738,20.0,0.0,"lemington spa, warwickshire, uk",english215,english,male,uk,False
739,48.0,0.0,"chicago, illinois, usa",english216,english,female,usa,False
740,66.0,0.0,"harrow, middlesex, uk",english217,english,male,uk,False
741,22.0,6.0,"washington, dc, usa",french18,french,male,usa,False
742,19.0,3.0,"hong kong, china",cantonese14,cantonese,female,china,False
743,18.0,10.0,"bilzen, flanders, belgium",dutch4,dutch,male,belgium,False
744,26.0,14.0,"belgrade, serbia",serbian11,serbian,male,serbia,False
745,25.0,12.0,"kars, turkey",turkish16,turkish,male,turkey,False
746,28.0,11.0,"tainan, taiwan",mandarin15,mandarin,female,taiwan,False
747,27.0,0.0,"abingdon, virginia, usa",english218,english,female,usa,False
748,38.0,0.0,"oakland, california, usa",english219,english,female,usa,False
749,18.0,0.0,"anaheim, california, usa",english220,english,female,usa,False
750,32.0,10.0,"taipei, taiwan",mandarin16,mandarin,male,taiwan,False
751,19.0,6.0,"moga, punjab, india",punjabi3,punjabi,male,india,False
752,27.0,15.0,"santo domingo, dominican republic",spanish50,spanish,male,dominican republic,False
753,20.0,6.0,"caguas, puerto rico",spanish51,spanish,male,puerto rico,False
754,45.0,0.0,"london, uk",english221,english,male,uk,False
755,39.0,12.0,"grenoble, france",french19,french,male,france,False
756,40.0,2.0,"ibadan, oyo, nigeria",yoruba2,yoruba,female,nigeria,False
757,37.0,14.0,"katmandu, nepal",nepali2,nepali,female,nepal,False
758,35.0,11.0,"yangon, myanmar",burmese1,burmese,female,myanmar,False
759,50.0,12.0,"pusan, south korea",korean13,korean,female,south korea,False
760,65.0,14.0,"kafanchan, nigeria",igbo2,igbo,male,nigeria,False
761,20.0,8.0,"cosenza, italy",italian14,italian,male,italy,False
762,38.0,10.0,"ulaanbaatar, mongolia",mongolian3,mongolian,male,mongolia,False
763,31.0,6.0,"ankara, turkey",turkish17,turkish,male,turkey,False
764,18.0,0.0,"auburn, indiana, usa",english222,english,female,usa,False
765,28.0,14.0,"bhilwara, rajisthan, india",hindi4,hindi,female,india,False
766,46.0,5.0,"lagos, nigeria",yoruba3,yoruba,female,nigeria,False
767,18.0,0.0,"erie, pennsylvania, usa",english223,english,male,usa,False
768,20.0,0.0,"bridgetown, barbados",english224,english,male,barbados,False
